listing_id,artist,title,label,catno,format,release_id,status,price,listed,comments,media_condition,sleeve_condition,accept_offer,external_id,weight,format_quantity,flat_shipping,location
687969322,"Sviatoslav Richter, Modest Mussorgsky, Pyotr Ilyich Tchaikovsky",Pictures At An Exhibition / Grand Sonata OP.37,Мелодия,VCD-1124,"CD, Album, RM",3047021,Sold,13.7,2018-12-27 07:14:50,RARE Japan release!!!  no online info about this release!!!  Disc and inner artworks are Clean.. original jewel case has barely minimal surface marks..   clean all around..  A sweet collector piece!,Near Mint (NM or M-),Near Mint (NM or M-),Y,,0,0,0.0,
687969325,Tribal Jam (2),925,KGB Records (2),none,"CD, Maxi",4139868,Sold,13.7,2018-12-27 07:14:50,"New, Factory Sealed.. 1994 Rarity!!!  Mone, Wiz!",Mint (M),Mint (M),Y,1 on reserve..,0,1,0.0,
687969331,Various,"Project ""X"" 1998",X-Mix,PX-98,"2x12""",547498,Sold,13.7,2018-12-27 07:14:50,[X-Mix] VG+ Both vinyl are very nice and clean!  minor surface marks.  Picture cover is also nice with soft corners and minor wear.,Very Good Plus (VG+),Very Good Plus (VG+),Y,,0,2,0.0,
687969335,Various,Twin Suns EP,124 Recordings,124R011 ,"12""",8808415,Draft,13.7,2018-12-27 07:14:50,[House-Deep] New Item! Clean beautiful sounding wax! Unmarked! Generic black slim cover is sharp! now stored in plastic sleeve. all 5 tight deep house trax! Rare in the USA! 124 does it again!!,Mint (M),Generic,Y,,0,1,0.0,
687969339,Woody McBride / 4D,When Good Times Turn Sour ,Forced Nostalgia,FN018,"12"", EP, Ltd, RM, Blu",9774145,Draft,13.7,2018-12-27 07:14:50,[ESP-WoodyMcBride] New Item! Blue Colored vinyl is flawless! ILL Underground Acid 2014 ! Stored in original plastic sleeve with made in France sticker.,Mint (M),Not Graded,Y,one copy on simmer,0,1,0.0,
687969634,Adam Collins,Day 2 Day,Giant (9),GR010,"12"", Ltd, Num",10964892,Sold,12.45,2018-12-27 07:14:51,[House-Deep] New Item!  VINYL ONLY!!  Limited to 150!  (#17)  Hand-Stamped center labels and off-white slim cover.  ,Mint (M),Near Mint (NM or M-),Y,multiple copies - Giant,0,1,0.0,
687969540,The Advent,Sketched For Life,"Tresor, Tresor","Tresor 195, Tresor.195","2xLP, Promo",7295782,Draft,11.7,2018-12-27 07:14:51,"[Techno3] Both Vinyl are clean shiny excellent and sounds fantastic! Rooftop Promotion stamps on clean white center labels.. White paper sleeves including hype sheets, all stored in plastic sleeve. ",Near Mint (NM or M-),Not Graded,Y,,0,2,0.0,
687969544,Cristian Vogel,Defunkt Remixes,Solid Recordings,SOL009,"12""",19500,Draft,11.7,2018-12-27 07:14:51,[ezra2] VG++ Vinyl is cleaned and excellent.. sounds fantastic..  Off-center labels are clean..  Generic black cover is also very nice with minor edge wear..  now stored in plastic sleeve.. RARE Mis-press > center labels pressed off center!,Very Good Plus (VG+),Generic,Y,,0,1,0.0,
687969643,Dany Dorado,Astrolook / Space Future,Adult Contemporary,ACM 32518 11010,"12"", Single, Ltd, 180",9625295,Draft,12.45,2018-12-27 07:14:51,[House-Deep] New Item! Opened shrink wrap for inspection... Electro-Disco infused house!  Generic black cover is SHARP!   via H-Track!!  2016!,Near Mint (NM or M-),Generic,Y,,0,1,0.0,
687969555,Dawsano,Dawsano Edits! Disco! (Get On The Funk Train / On A Journey),AJP,AJP 002,"12"", Unofficial",1370815,Draft,13.2,2018-12-27 07:14:51,[House-Disco] New Item! Clean unmarked center labels. Generic white cover is excellent!  stored in plastic sleeve. Rare in the USA!,Mint (M),Generic,Y,,0,1,0.0,
687969837,Deee-Lite,Call Me,Elektra,ED 5713,"2x12"", Promo",84098,Sold,9.29,2018-12-27 07:14:51,[House-Remixes] Both vinyl are Like New!  Unmarked shiny excellent!  Picture cover is also VG+++ with minimal shelf wear.  JAMZ!  Ralphi Rosario!!  DJ Icey! ,Near Mint (NM or M-),Very Good Plus (VG+),Y,2 copies,0,2,0.0,
687969547,Derler & Klitzing,Nuclear Device,OTR (On The Record) Recordings,OTRFT06,"12""",92525,Draft,11.7,2018-12-27 07:14:51,[trance19]  WORD!!! VG+++ vinyl is excellent with minimal surface marks..  sounds fantastic!! clean center labels.. original OTR gold slim cover is also very nice with minimal wear.. GRAB IT!,Very Good Plus (VG+),Very Good Plus (VG+),Y,,0,1,0.0,
687969838,Dietrich Schoenemann,Tastes Like Maria,Hidden Agenda,HA022,"12""",337397,Draft,9.29,2018-12-27 07:14:51,[Techno1] New Item!  Vinyl is shiny unmarked!  Generic Yellow cover is also Like New!    Dietrich of P909!!! ,Mint (M),Generic,Y,,0,1,0.0,
687969644,Digable Planets,Rebirth Of Slick (Cool Like Dat),"Elektra, Elektra","EKR 159T, 3360-66341-0","12""",167544,Sold,12.45,2018-12-27 07:14:51,"[HipHop] A-side is VG+++ Vinyl is clean excellent, minimal sweep marks.  Play tested and sounds fantastic!  B-side has pressing flaw and will skip and pop.  It's the A-side you want anyway!!  Clean unmarked center labels.  Picture cover is also VG++ except for small scuff to the back-bottom cover.  Stored in plastic sleeve.",Very Good Plus (VG+),Very Good Plus (VG+),Y,marge,0,1,0.0,
687969647,DJ Milton,Pop It,Underground Construction,GS010,"12""",301591,Draft,12.45,2018-12-27 07:14:51,"[J-Anonymous House] VG/VG+ Vinyl is very nice! Has minor sweep marks. Cleaned, play tested and sounds VG++ excellent.  Generic white cover is  worn with rub-edge wear, yet solid.  conservative vinyl grade.",Very Good (VG),Generic,Y,,0,1,0.0,
687969649,DJ Total M,Don't Cha,Mamma's Home Cookin,MHC-004,"12""",519056,Draft,12.45,2018-12-27 07:14:51,[MilesMaeda] Vinyl is clean excellent and sounds fabulous!  Clean center labels.  Generic white cover is excellent...  House Jamz!!  Miles Maeda aka Total M!!!,Near Mint (NM or M-),Generic,Y,,0,1,0.0,
687969846,DJ Urban vs. Subsonik,Feel My Drums,Underground Construction,UC 391,"12""",192450,Sold,9.29,2018-12-27 07:14:51,"[J-Anonymous House] VG+ Vinyl appearance with minimal sweep. Cleaned shiny, play tested and sounds VG++ excellent. Bangin!! Generic black cover has rub-edge wear, nice and solid.",Very Good Plus (VG+),Generic,Y,,0,1,0.0,
687969653,Firefly,Supernatural,Kickin Records,KICK 109,"12""",32750,Draft,12.45,2018-12-27 07:14:51,"[House-Acid]  Classic Wink!!  Vinyl is VG++ nice with minimal sweep.  Sounds Fantastic!  Clean center labels. Picture cover is nice with small slice on spine, stored in plastic sleeve!  AMbassador!! Josh Wink!!  Ursula Rucker!!!!  ",Very Good Plus (VG+),Very Good Plus (VG+),Y,,0,1,0.0,
687970058,JJ Flores & Steve Smooth,The Collection,Ménage Music,men-001,"3x12""",652852,Draft,9.29,2018-12-27 07:14:51,[House-Jamz] Complete!  All 3 vinyl are nice and clean.  has minor surface sweep.  Clean center labels. Picture cover is also nice with minor corner wear in open shrink wrap.  Acapellas,Very Good Plus (VG+),Very Good Plus (VG+),Y,hermit,0,3,0.0,
687970067,Louis Bell,"12"" Of Big Di*k",Underground Construction,GS011,"12""",33898,Draft,9.29,2018-12-27 07:14:51,"[J-Anonymous House] VG+ vinyl except B2 has an audible scratch through most of the track. Otherwise cleaned excellent, has minor surface marks, clean center labels. All Play tested and sounds fantastic except B2! Generic black cover has minor rub-edge-corner wear.  HTF!!",Very Good Plus (VG+),Generic,Y,,0,1,0.0,
687969671,Miles Maeda,Frequency EP,Lust4House,LFH 01,"12"", EP",940500,Draft,12.45,2018-12-27 07:14:51,"[MilesMaeda] VG/VG+ Vinyl is nice and clean, has some surface sweep,  Plays great with minimal interference.  Clean center labels.. RARE in the USA!",Very Good (VG),Generic,Y,,0,1,0.0,
687969624,Peaking Lights,Cosmic Logic,Domino USA,WEIRD033LP,"LP, Album",6141346,Draft,11.7,2018-12-27 07:14:51,"[Rock] Vinyl is clean shiny Like New! Sounds fantastic! Clean unmarked center labels. Gatefold Picture cover is also Sharp! Like New!  unfolded, in opened shrink wrap.  Includes Hype sticker on shrink and DL card!",Near Mint (NM or M-),Near Mint (NM or M-),Y,amz,0,1,0.0,
687970082,Rinse & Repeat,Its The Filth / Tequila Slammer,Rinse & Repeat,RINSE 001,"12""",728155,Draft,9.29,2018-12-27 07:14:51,"[House-SpeedGarage] VG+++ Vinyl is truly closer to -NM, clean shiny excellent and sounds great!  White paper sleeve with sticker as issued.  ",Very Good Plus (VG+),Not Graded,Y,,0,1,0.0,
687969587,Ron Bacardi (2),Ron Bacardi Edits,Razor N Tape,RNT024,"12""",9868992,Draft,14.45,2018-12-27 07:14:51,[Razor-N-Tape] JAMZ!!  New Item!  never sealed... White generic hard cover is sharp! Ron Bacardi 2017!! ,Mint (M),Generic,Y,,0,1,0.0,
687969687,Solvent,Radio Ga Ga Pt. 2,Ghostly International,GI-23,"12""",224715,Draft,12.45,2018-12-27 07:14:51,"[Ghostly Int.] New Item! Factory Sealed! Printed cover is sharp, unmarked. No Cuts, Holes or Markings. Mitgang Audio!! Legowelt + ISAN Remixes!",Mint (M),Mint (M),Y,,0,1,0.0,
687969534,Supafriendz,Vol II: Supavision,Danja Zone Entertainment,DZE 1703-2,"CD, Comp",2618248,Sold,11.29,2018-12-27 07:14:51,"New Item! Factory Sealed. ILL East Coast Underground!  No Cuts, Holes or Markings!  Minty!",Mint (M),Mint (M),Y,2 copies,0,1,0.0,
687970086,Sven Väth,Omen A.M.,"Virgin, Virgin, Virgin","7243 8 952796 4, 7243 895279 6 4, 7243 895279 64","12""",100306,Sold,9.29,2018-12-27 07:14:51,"[J-Anonymous Techno] VG+ Vinyl is clean excellent, has some minor sweep marks.. Fully play tested and sounds fantastic!  Clean center labels.  Picture cover is nice with soft corners and minor edge wear.  CLAUDE YOUNG!!  JOHANNES HEIL!",Very Good Plus (VG+),Very Good (VG),Y,,0,1,0.0,
687969536,Various,The Third Unheard (Connecticut Hip Hop 1979-1983),"Stones Throw Records, Stones Throw Records","STH 2083, STH2083","CD, Comp",2071034,Sold,9.0,2018-12-27 07:14:51,"Disc and Inserts are Excellent, Like New.. Unmarked, No Cuts, Holes, Etc.. Clean Jewel Case.. Collector Worthy!",Near Mint (NM or M-),Near Mint (NM or M-),Y,amz,0,1,0.0,
687969997,Alec Empire & EL-P,Shards Of Pol Pottery (The 2001 Remixes),"Digital Hardcore Recordings (DHR), Digital Hardcore Recordings (DHR)","DHR MCD 35 P, DHR 35","12""",157319,Sold,10.2,2018-12-27 07:14:52,"[J-Anonymous HipHop] DOUBLES!! VG Vinyl are both nice and cleaned, yet have surface sweep...   DJ marks on center labels.  Doubles in one sleeve. Picture Cover is also VG+ stored in open shrink wrap.",Very Good (VG),Very Good Plus (VG+),Y,,0,1,0.0,
687970509,Angel Alanis,Dirty House Men,Underground Construction,UC 293,"12""",37383,Sold,7.47,2018-12-27 07:14:52,[J-Anonymous House] VG++ Vinyl is very nice and clean - has minimal sweep.  Play tested and sounds f-ing bangin - Clean center labels.   Generic white cover is nice with minor wear.,Very Good Plus (VG+),Generic,Y,,0,1,0.0,
687970799,Aphrodite Vs. James Brown & LL Cool J / Vinyl Syndicate Vs. Wu-Tang Clan,Untitled,Not On Label (Aphrodite),DR-1,"12"", Unofficial",5428456,Draft,5.49,2018-12-27 07:14:52,"[Aphrodite] Blue Labels, not pink, confirmed runouts and tracks..  Hella sweep but plays great!!  Generic black cover is also solid with some wear..",Good Plus (G+),Generic,Y,,0,1,0.0,
687970803,Aspect (3) & Gremlinz / Data (15),Upset (Crack Wife) / Curfew,Sound Artillery,SA003 PROMO,"12"", Promo",3465181,Draft,5.49,2018-12-27 07:14:52,"[DNB1] vinyl is excellent, clean center labels..  original silver cover is nice with artist written in stylish graffiti ..minor shelf wear..  2 Tech DNB Bangers!  Increasingly Rare!!",Near Mint (NM or M-),Generic,Y,,0,0,0.0,
687970262,Cricco Castelli,Roadblock / Impulse,SI Project,ADSI 007,"12""",119902,Draft,7.47,2018-12-27 07:14:52,[House-Deep] New Item! Vinyl is shiny excellent... Clean unmarked center labels. Picture cover is also Sharp!,Near Mint (NM or M-),Near Mint (NM or M-),Y,,0,1,0.0,
687970266,Deborah Harry,French Kissin,"Geffen Records, Geffen Records","0-20575, 9 20575-0 A","12"", Maxi",1344463,Draft,7.47,2018-12-27 07:14:52,"[Pop] VG+ Vinyl is nice with minor groove wear, play tested and sounds fantastic! Clean center labels. Picture cover is also VG/VG+ nice with minor rub and slightly soft corners. No cuts, holes or markings",Very Good Plus (VG+),Very Good (VG),Y,marge,0,1,0.0,
687970471,Dimitri From Paris,A Night At The Playboy Mansion,"Astralwerks, Astralwerks","ASW 49122-2, 724384912222","CD, Mixed",263402,Draft,6.95,2018-12-27 07:14:52,"Disc is very nice, VG++ with minimal surface marks, plays perfect!   Inserts are also VG++ closer to -NM, No Cuts, Holes or Markings.  Disco House Jamz!",Very Good Plus (VG+),Very Good Plus (VG+),Y,,0,1,0.0,
687970273,DJ Misjah & DJ Tim / DJ Misjah & DJ Groovehead,X-Trax E. P.,Red Alert,RED 007,"12"", EP",141584,Draft,7.47,2018-12-27 07:14:52,[Techno3] VG+ Vinyl is nice with a minor surface sweep.. play tested and sounds fantastic!  Clean center labels..  Red Alert picture cover is also VG+ with minimal wear..  Bangin!!,Very Good Plus (VG+),Very Good Plus (VG+),Y,,0,1,0.0,
687970006,Flaver Shop,U Make Me Feel,Flaver Shop Records,SR 009,"12"", Red",233821,Draft,10.2,2018-12-27 07:14:52,"[House-Acid] VG++ RED Vinyl is clean excellent.  Sounds great!  Clean center labels with small dj tag on the a-side,  Generic white cover with some general wear stored in plastic sleeve.",Very Good Plus (VG+),Generic,Y,marge,0,1,0.0,
687970317,Flower (6),Untitled,Flower (5),FIOW 001,"12""",3587413,Sold,5.0,2018-12-27 07:14:52,[Breaks] Dope undiscovered Breaks..   A-side has static for the first 2 minutes..  Breaks side plays VG+++ nice and clean..  clean center labels.. generic white cover is ok with wear..RARE FIND!  CHECK AUDIO >>,Very Good (VG),Generic,Y,,0,1,0.0,
687970396,Guru,Loungin',Chrysalis,Y-24837,"12""",39277,Draft,7.47,2018-12-27 07:14:52,"[TripHop] WORD!!  VG+++ Vinyl is clean, shiny excellent.  Closer to -NM. Sounds flawless!  DJ tag on b-side center label. Original cover with hype sticker is also VG/VG+ nice with edge-rub wear.  Acid Jazz!! ",Very Good Plus (VG+),Very Good (VG),Y,marge,0,1,0.0,
687969876,Josh Wink,S.O.A.N. (The Remixes),Ovum Recordings,OVM-191,"12""",1484664,Draft,9.7,2018-12-27 07:14:52,[House-Acid] Like New! ILL TRAX! white paper sleeve (as issued) stored in plastic sleeve. RARE in the USA!  Todd Terry + HCCR Remixes!! ,Near Mint (NM or M-),Not Graded,Y,,0,1,0.0,
687970484,Manday Huge,Manday Huge,Profane Vein Records,none,"CD, Album",7723164,Sold,6.95,2018-12-27 07:14:52,"New!  Factory Sealed.. 1995 N.C. Hard Rockers!!  Gift Worthy!   If you dig Metallica / STP / Sound Garden, You'll dig this!!",Mint (M),Mint (M),Y,amz,0,1,0.0,
687970915,Badawi,Final Warning,Asphodel,ASP 0117,"12""",121215,Sold,5.49,2018-12-27 07:14:53,"[TripHop] VG+++ Vinyl is shiny excellent, closer to -NM.. Sounds fantastic!  Clean center labels.. Picture cover is also VG+ nice and square with rub wear..  Tight Bali Dub Trip-Hop / Experimental!",Very Good Plus (VG+),Very Good Plus (VG+),Y,amz,0,1,0.0,
687970824,Club 69 Featuring Suzanne Palmer,Muscles,Twisted America Records,TW24-55488,"2x12""",198097,Draft,5.49,2018-12-27 07:14:53,"[House-Tribal]  WORD!  Factory Sealed!  Never opened, clean shrink wrap with info sticker, minor wear to corners under shrink, still pretty sharp!!  TRIBAL JAMZ!!!",Mint (M),Near Mint (NM or M-),Y,amz,0,2,0.0,
687970577,Coleman Hawkins,Desafinado,Impulse!,IMPD-227,"CD, Album, RE",3495635,Draft,5.95,2018-12-27 07:14:53,"VG+++ Disc is excellent, shiny, truly -NM.  Tri-panel digipak is also VG+ but has minor edge wear.. No cuts, Holes or Markings and stored in plastic sleeve.  ",Very Good Plus (VG+),Very Good Plus (VG+),Y,,0,1,0.0,
687970711,Flytronix,Free From You,Far Out Recordings,FARO66,"12""",77060,Draft,5.49,2018-12-27 07:14:53,"[J-Anonymous House] Truly -NM!!   VG+++ Vinyl is clean. shiny excellent! minimal sweep.  play tested, sounds fantastic!   unmarked center labels. Farout cover is also VG+++ Sharp. no cuts, holes or markings. Niki King!",Very Good Plus (VG+),Near Mint (NM or M-),Y,,0,1,0.0,
687971054,Larry Wolff & The Streetbeaters,Breakdance,Grit Records (2),G-3010,"LP, Album",578401,Sold,5.49,2018-12-27 07:14:53,"[Freestyle] Word!  VG++ Vinyl is clean shiny excellent, and sounds fantastic!  Clean unmarked center labels.  Picture cover is also VG++ with minimal wear.. No Cuts Holes or Markings!  B-Boy / B-Girl ! ! !",Very Good Plus (VG+),Very Good Plus (VG+),Y,amz,0,1,0.0,
687970944,Michael Trance,Spankin The Funk E.P.,Abstract Music,AM-27,"12"", EP, Gre",2096107,Sold,5.49,2018-12-27 07:14:53,[Abstract] Marbles Grey/Greenish Vinyl!! VG+++ vinyl is cleaned excellent.. sounds fabulous!! clean center labels.. Original grey sticker cover is also nice and solid with rub wear and soft corners.. BANGIN! RARE!,Very Good Plus (VG+),Very Good (VG),Y,,0,1,0.0,
687970328,Phonetic,Atmosphere,Tetsuo,TET 076-12,"12""",178402,Sold,7.47,2018-12-27 07:14:53,[trance19]   VG+++ vinyl is excellent and clean with minimal surface sweep.. sounds  clean fantastic!!  unmarked center labels.. original picture cover is also very nice with barely soft corners and minor edge wear..  GRAB IT!  BANGIN ACID TRANCE!,Very Good Plus (VG+),Very Good Plus (VG+),Y,,0,1,0.0,
687970444,Raoul Zerna,The Return Of The Bad Boy,Abstract Music,AM-012,"12"", W/Lbl",7228506,Sold,8.29,2018-12-27 07:14:53,"[Abstract] White Label!! VG+++ Vinyl is cleaned shiny excellent!!! Sounds Bangin!! Title and side # written on center labels.. White paper sleeve stored in plastic sleeve, No Hard Cover.. BANGIN! conservative grade! RARE!",Very Good Plus (VG+),Not Graded,Y,,0,1,0.0,
687971073,The Redeemer,Direct Impact / Mindcontrol,Position Chrome,PC 44,"12""",22491,Sold,5.49,2018-12-27 07:14:53,[DNB2] VG+ Vinyl is clean with minor surface sweep .. sounds VG+ excellent! Clean center labels.. Picture cover is also VG+ with removed sticker.. nice and solid..  Bangin Tech DNB,Very Good Plus (VG+),Very Good Plus (VG+),Y,amz,0,1,0.0,
687970221,Salt 'N' Pepa,Shake Your Thang / Spinderella's Not A Fella (But A Girl DJ),"FFRR, FFRR","886 329-1, FFRX 11","12""",577033,Draft,8.29,2018-12-27 07:14:53,"[HipHop] WORD!  Like New and sounds fantastic! Clean shiny glossy, sharp!  Classic Salt 'N' Pepa!!!  JAMZ!  UK issue- FFRX 11",Near Mint (NM or M-),Near Mint (NM or M-),Y,,0,1,0.0,
687971250,Bobby Hutcherson,Natural Illusions,"Creative Sounds, Applause Records","4408, APBC 2301","CD, Album, RE",7364529,Draft,4.47,2018-12-27 07:14:54,"Disc is clean, shiny excellent, minor marks to info side.. Red print Disc.. Plays perfect! Inserts are unmarked excellent..  Original jewel case has minor surface scuffs.  No Cuts, Holes or Markings. Quite Rare!",Very Good Plus (VG+),Very Good Plus (VG+),Y,,0,1,0.0,
687971275,Division One,Sound Bizness / Code One,On Point Music,OP 001,"12""",477632,Draft,4.47,2018-12-27 07:14:54,"[DNB2] VG++ Vinyl is clean excellent, minor sweep. Sounds fantastic! Clean center labels. white paper sleeve, stored in plastic sleeve, No Hard cover.",Very Good Plus (VG+),Not Graded,Y,,0,1,0.0,
687970839,DJ Fashion,Reggae Rhythms Vol.6,Slammin' Records,71277-1,"LP, Comp",2644394,Draft,5.49,2018-12-27 07:14:54,"[Reggae] Vinyl is excellent, only minor surface sweep.. sounds fabulous!! .. sleeve is next to perfect in opened shrink.. includes slammin' records gear order sheet..",Very Good Plus (VG+),Near Mint (NM or M-),Y,amz,0,1,0.0,
687971035,Gossip,Scammer,Playmobeat,PB-001,"12""",62760,Sold,5.49,2018-12-27 07:14:54,"[House25-HardHouse] VG+++ vinyl is shiny excellent, unmarked and sounds bangin!.. Original picture cover is also nice with barely soft corners, still glossy and quite sharp with one cleanly repaired slice.. JAMZ!",Near Mint (NM or M-),Very Good Plus (VG+),Y,amz,0,1,0.0,
687971391,Mix 'N' Tel,Feel The Beat,International House Records,IHR-009,"12""",163786,Draft,4.47,2018-12-27 07:14:54,"[House-Acid] VG/VG+ Vinyl is nice and clean.  Easily one of the thinnest 12 inch records ever =D.  B-side sounds VG+++ / A-side sounds VG+.  DJ Pierre Acid!!  DJ marks on A-side label.  Generic black cover is worn, yet solid.",Very Good Plus (VG+),Generic,Y,marge,0,1,0.0,
687970441,Optiv / USB (3) & Mav,Draw Breath / Rapid,Citrus Recordings,CITRUS019,"12""",564186,Draft,8.29,2018-12-27 07:14:54,"[J-Anonymous DNB] VG+++ vinyl is clean, shiny excellent. Minimal sweep.. sounds fantastic! Clean center labels.. Citrus cover is also VG++ with minor wear",Very Good Plus (VG+),Very Good Plus (VG+),Y,,0,1,0.0,
687970959,Raw Beats,Raw Beats #82,Raw Beats,RB-82,"LP, gre",4809181,Sold,5.49,2018-12-27 07:14:54,"[HipHop] WORD!!!  Gray Marble Vinyl is VG+++ shiny excellent.. truly -NM, sounds excellent!  Clean unmarked center labels..  Original black sleeve with gold sticker is also nice in opened shrink wrap..   RARE!   DJ Must Have!",Very Good Plus (VG+),Very Good Plus (VG+),Y,,0,1,0.0,
687971372,Tribe Of Issachar,Junglist Soldier / Fever ('98 Remix),Congo Natty,ZION 10,"12"", W/Lbl",46115,Draft,4.47,2018-12-27 07:14:54,"[CongoNatty] skip on AA side!!  A-side is VG++ Vinyl is clean, excellent with minor sweep... Sounds Fantastic! White center labels.. Generic white cover, stored in plastic cover.. skip on AA side - Manufacturing Flaw!",Very Good (VG),Not Graded,Y,,0,1,0.0,
687970418,Voodoo Child,Demons / Horses,NovaMute,12 NoMu 32,"12"", RP",5861094,Draft,7.47,2018-12-27 07:14:54,"[Techno2] Vinyl is clean, shiny, unmarked excellent.. LIKE NEW!!  Sounds fantastic!!  Clean center labels.. Brown NovaMute cover is also Excellent.  Bangin!!  MOBY if ya didn't know!",Near Mint (NM or M-),Generic,Y,AMZ,0,1,0.0,
687970901,Woody McBride,Everything Under The Sun,Bush,Bush 2021,"12""",125506,Draft,5.95,2018-12-27 07:14:54,"[ESP] VG+++ Vinyl is clean, shiny excellent, has minimal sweep, fully play tested and sounds fantastic! Clean center labels. Bush cover is VG solid with edge-rub wear.",Very Good Plus (VG+),Very Good (VG),Y,,0,1,0.0,
687971338,1016,Distress Signal,Bush,Bush 1016,"12"", Blu",2136,Draft,4.47,2018-12-27 07:14:55,"[Techno3]  VG Blue Vinyl has surface marks and sweep, but is clean and sounds nice!  Clean center labels.. Orig Bush cover is also Worn with a repaired slice, but solid.. Bangin Crunchy Techno!!!",Very Good (VG),Good Plus (G+),Y,,0,1,0.0,
687970881,Borut Margon,Year Before Present EP,WaveTec,WT50166-1,"12""",782820,Draft,5.95,2018-12-27 07:14:55,"[Techno3] VG+++ Vinyl is clean, shiny excellent and sounds fantastic!! close to -NM with Clean center labels. Wavetec cover is glossy excellent with minor rub!",Very Good Plus (VG+),Very Good Plus (VG+),Y,,0,1,0.0,
687971261,Clubland,Set Me Free,Great Jones,PR12 615-1,"12"", Single, Promo",774630,Draft,4.47,2018-12-27 07:14:55,"[House-Garage] VG+ Vinyl is clean excellent, has minimal sweep. Cleaned and play tested, sounds great! Small dj mark on A-side center label. Great Jones cover is also VG+ excellent.",Very Good Plus (VG+),Very Good Plus (VG+),Y,marge,0,1,0.0,
687970977,Disko Kidz,De La Phunk,Soul Phusion Records,SPR-003,"12"", W/Lbl",10203326,Sold,5.95,2018-12-27 07:14:55,[House-Tech]  VG+++ Closer to -Nm and sounds fabulous!  Artfully marked center labels.  Includes hype sheet taped to Generic white cover.,Very Good Plus (VG+),Generic,Y,,0,1,0.0,
687971124,F&R Project,4-Party People,Jasper Stone Trax,NRG 125,"12""",258995,Sold,4.47,2018-12-27 07:14:55,"[JasperStone] Vinyl is cleaned and shiny.. yet has surface lines and plays with some static, but plays nice and loud!  Marker on info side center label..  White generic cover is very nice in opened shrink wrap..",Very Good (VG),Generic,Y,,0,1,0.0,
687971630,Friction & Spice,Trixta / Friction,Cosmic Records (4),COSMIC 005,"12""",237736,Draft,4.47,2018-12-27 07:14:55,"[House-D] VG+++ Vinyl is shiny excellent, sounds perfect.. clean center labels, generic white cover is also very nice with rub/edge wear, title written on corner..  Trancy Breaks!!  Check Audio >>",Very Good Plus (VG+),Generic,Y,,0,1,0.0,
687971673,"Gustav Mahler ‧ Johann Sebastian Bach - Carol Brice Contraalto, With Fritz Reiner Conducting The The Pittsburgh Symphony Orchestra",Songs Of A Wayfarer ‧ Sacred Arias,Columbia Masterworks,ML 4108,LP,7456522,Sold,3.97,2018-12-27 07:14:55,[Classical]  VG/VG+ Both Record and cover are nice with minor wear... Bottom edge wear and minor surface marks/discoloration + soft corners.,Very Good (VG),Very Good (VG),Y,,0,1,0.0,
687971665,JG,Change,611 DnB,611DNB 001,"12""",64460,Draft,4.47,2018-12-27 07:14:55,"[DNB1] VG+++ Vinyl is excellent, near perfect with clean center labels.. original picture sleeve is also excellent..",Very Good Plus (VG+),Very Good Plus (VG+),Y,,0,0,0.0,
687970982,Joshua,Dubwise,Seasons Recordings,SEA12-023,"12""",2761,Sold,5.95,2018-12-27 07:14:55,[SeasonsRec] New Item in-store! Play tested and sounds fantastic! Clean labels. Original Seasons cover is sharp! stored in plastic sleeve. DEEP!!,Near Mint (NM or M-),Near Mint (NM or M-),Y,,0,1,0.0,
687971708,Kenny Ken,Project One / Watertight,Mix & Blen',MNB 005,"12""",62858,Draft,4.47,2018-12-27 07:14:55,"[DNB2] VG/VG+ Vinyl is played, but nice and clean, sounds VG++ great! Clean, slightly worn center labels with price sticker. MNB picture cover is also very worn, yet solid, stored in plastic sleeve..  Rare in the USA",Very Good (VG),Very Good (VG),Y,,0,1,0.0,
687971134,Kevin Irving,House Ain't Givin Up (Remixes),International House Records,IHR 9045-1,"12""",11913,Sold,4.47,2018-12-27 07:14:55,"[IHR] VG/VG+ Vinyl has hella surface marks and sweep, yet is cleaned and fully play tested.  Sounds fantastic with deep bass!  Clean center labels with small ""m"" written.  IHR cover is also nice with minor wear.  Paul Johnson!!  Hatirus!  Alanis!!   Acapella!! ",Very Good (VG),Very Good Plus (VG+),Y,marge,0,1,0.0,
687971384,Massive Attack,Blue Lines,Virgin,2-91685,"CD, Album",1604745,Sold,4.47,2018-12-27 07:14:55,"Disc has minimal surface marks.. plays perfect!  inner artworks also have minimal signs of wear..  original jewel case has surface marks..  CAT# V2-91685 . no info sticker or ""play it say it"" sticker. . no cuts, holes or marker..",Very Good Plus (VG+),Very Good Plus (VG+),Y,,0,0,0.0,
687971316,Nemesis & DJ Boom (2),House Of Styles  EP,Abstract Music,AM-005,"12"", EP",115187,Sold,5.49,2018-12-27 07:14:55,"[Abstract] Black Vinyl!! Vinyl is cleaned, shiny excellent.. only faint sweep.. Sounds Fantastic!!!! Clean center labels.. Black cover is worn yet solid..4 Bangin Hard-House Jamz!",Very Good Plus (VG+),Generic,Y,,0,1,0.0,
687971410,Room 604,Sleaze Factor,Dessous Recordings,dessous 16,"12""",7091,Draft,4.47,2018-12-27 07:14:55,[House-Deep] VG+++ Vinyl is nice and clean..  Minimal sweep and sounds fantastic!  Clean center labels. Generic silver cover is also VG+++ nice with minimal wear Deep House + a downtempo goodie!,Very Good Plus (VG+),Very Good Plus (VG+),Y,,0,1,0.0,
